,part,energy,angle,n,Q35,Q50,Q70,Q,QR35_70,QR70_150,QR50_200
0,p,10,00-20,0,6638755000.0,9312693000.0,12294381000.0,26789148417.0,5340296000.0,6557977900.0,11741271500.0
1,p,10,00-20,1,4902221000.0,7433032000.0,10688341000.0,32573439846.0,5417280000.0,8809426300.0,15282876600.0
2,p,10,00-20,2,4255926000.0,6441772000.0,9331204000.0,30904469941.0,4741578000.0,8355898400.0,14368918500.0
3,p,10,00-20,3,5649946000.0,8340468000.0,11649418000.0,31164168377.0,5632918000.0,8210576500.0,14429093300.0
4,p,10,00-20,4,1778271000.0,2976123000.0,4803048000.0,26400113314.0,2799413000.0,7094799700.0,11937547200.0
5,p,10,00-20,5,4082732000.0,6289913000.0,9256256000.0,31278337931.0,4829964000.0,8559562100.0,14729378300.0
6,p,10,00-20,6,4059325000.0,6270916000.0,9214724000.0,30453798807.0,4816202000.0,8289809900.0,14334343800.0
7,p,10,00-20,7,3799084000.0,5879541000.0,8691822000.0,30695523987.0,4565533000.0,8380389900.0,14369321700.0
8,p,10,00-20,8,3694755000.0,5750945000.0,8563938000.0,31011435451.0,4539900000.0,8493280200.0,14540442800.0
9,p,10,00-20,9,2366804000.0,3889264000.0,6156136000.0,30075478404.0,3513023000.0,8231057000.0,13861898900.0
10,p,10,00-20,10,2718395000.0,4371166000.0,6766459000.0,29630111857.0,3759570000.0,8173669800.0,13813704300.0
11,p,10,00-20,11,1826319000.0,2984873000.0,4718415000.0,26093016921.0,2679297000.0,6869973200.0,11585555100.0
12,p,10,00-20,12,2347242000.0,3892891000.0,6247178000.0,32103211148.0,3609663000.0,8924301100.0,14907887400.0
13,p,10,00-20,13,3231019000.0,5152067000.0,7863509000.0,31190039217.0,4310833000.0,8622616600.0,14677819100.0
14,p,10,00-20,14,1754000000.0,2904825000.0,4669565000.0,26481510454.0,2696967000.0,7099334700.0,11906483700.0
15,p,10,00-20,15,3007954000.0,4778304000.0,7266285000.0,29101451502.0,3963534000.0,7963874100.0,13573914000.0
16,p,10,00-20,16,1499140000.0,2565139000.0,4249829000.0,26400525202.0,2539439000.0,7026824000.0,11775905300.0
17,p,10,00-20,17,3540827000.0,5554486000.0,8338718000.0,31054640613.0,4470658000.0,8505033100.0,14559345500.0
18,p,10,00-20,18,4857226000.0,7136059000.0,9999890000.0,28527315303.0,4820350000.0,7526696500.0,13121618400.0
19,p,10,00-20,19,3846022000.0,5921250000.0,8715010000.0,30798386998.0,4543796000.0,8363625600.0,14341583000.0
20,p,10,00-20,20,3439059000.0,5461593000.0,8298241000.0,32124608920.0,4523954000.0,8856134000.0,15106904100.0
21,p,10,00-20,21,3047931000.0,4862480000.0,7439666000.0,30509911835.0,4084596000.0,8373858600.0,14239272800.0
22,p,10,00-20,22,4170837000.0,6365557000.0,9254622000.0,30752517711.0,4752358000.0,8285809900.0,14299532800.0
23,p,10,00-20,23,3540238000.0,5579483000.0,8407754000.0,31187180622.0,4535029000.0,8584864300.0,14694261600.0
24,p,10,00-20,24,2106880000.0,3453314000.0,5455636000.0,27464630654.0,3104732000.0,7416570200.0,12519291600.0
25,p,10,00-20,25,4183606000.0,6122994000.0,8510804000.0,22489938571.0,4062355000.0,5884165200.0,10359485900.0
26,p,10,00-20,26,2201467000.0,3622153000.0,5736601000.0,28069743283.0,3277211000.0,7660657500.0,12911411800.0
27,p,10,00-20,27,2038592000.0,3338453000.0,5267779000.0,26561138631.0,2993806000.0,7140715900.0,12047206100.0
28,p,10,00-20,28,3516628000.0,5560425000.0,8403566000.0,31497663640.0,4551994000.0,8686416400.0,14851616000.0
29,p,10,00-20,29,2828987000.0,4496647000.0,6852735000.0,27880046230.0,3743689000.0,7617346500.0,12976810900.0
30,p,10,00-20,30,4398957000.0,6839432000.0,10123685000.0,33226011285.0,5344656000.0,9205160300.0,15867048100.0
31,p,10,00-20,31,3110253000.0,4894864000.0,7403453000.0,29972481864.0,3995142000.0,8199044300.0,13931990500.0
32,p,10,00-20,32,2420046000.0,3831965000.0,5907629000.0,28125969258.0,3234546000.0,7590919300.0,12778271700.0
33,p,10,00-20,33,6144061000.0,8805961000.0,11830363000.0,27418129439.0,5362529000.0,6886069500.0,12258396400.0
34,p,10,00-20,34,2627352000.0,4262037000.0,6649854000.0,30301985026.0,3734154000.0,8348784300.0,14092048000.0
35,p,10,00-20,35,2267295000.0,3702360000.0,5824231000.0,27952705645.0,3298833000.0,7623262300.0,12857875700.0
36,p,10,00-20,36,2133447000.0,3517763000.0,5602469000.0,28743590548.0,3213151000.0,7850641700.0,13174824100.0
37,p,10,00-20,37,1761537000.0,2920850000.0,4680352000.0,26183471019.0,2701947000.0,6938139700.0,11696254600.0
38,p,10,00-20,38,3108528000.0,4929312000.0,7490911000.0,29361040091.0,4078597000.0,8065154100.0,13763803300.0
39,p,10,00-20,39,3043689000.0,4806075000.0,7269566000.0,29509142403.0,3934426000.0,8020382700.0,13650296100.0
40,p,10,00-20,40,2982564000.0,4865851000.0,7631392000.0,33016879779.0,4314478000.0,9253430600.0,15624385900.0
41,p,10,00-20,41,2697972000.0,4190811000.0,6267892000.0,27072820531.0,3323483000.0,7131438100.0,12138375900.0
42,p,10,00-20,42,6308823000.0,9260329000.0,12736061000.0,30784863418.0,6050971000.0,7994806600.0,14199971400.0
43,p,10,00-20,43,3284562000.0,5153185000.0,7759291000.0,30687976560.0,4166517000.0,8383273000.0,14268510800.0
44,p,10,00-20,44,4500015000.0,6845038000.0,9913001000.0,31800811399.0,5061631000.0,8569292200.0,14824034200.0
45,p,10,00-20,45,2458807000.0,4022651000.0,6336021000.0,29406130475.0,3596400000.0,8127877700.0,13711310300.0
46,p,10,00-20,46,2880176000.0,4585482000.0,6993721000.0,28965315663.0,3827306000.0,7899908100.0,13446248800.0
47,p,10,00-20,47,2904558000.0,4584916000.0,7007962000.0,30687130042.0,3811184000.0,8403655300.0,14172705300.0
48,p,10,00-20,48,2381153000.0,3812995000.0,5874207000.0,27086098393.0,3245392000.0,7244749200.0,12307015200.0
49,p,10,00-20,49,3134923000.0,4961227000.0,7525397000.0,30302509925.0,4086397000.0,8296936700.0,14115443700.0
50,p,10,00-20,50,3459775000.0,5396688000.0,8051306000.0,29805977500.0,4280499000.0,8128724300.0,13910837300.0
51,p,10,00-20,51,3261572000.0,5169788000.0,7844874000.0,30088751946.0,4266856000.0,8280695400.0,14150613600.0
52,p,10,00-20,52,2274228000.0,3612158000.0,5546864000.0,26789071938.0,3038908000.0,7099059500.0,12014442100.0
53,p,10,00-20,53,3201604000.0,4977068000.0,7422351000.0,28928105429.0,3932922000.0,7851702800.0,13371759300.0
54,p,10,00-20,54,1763654000.0,2972515000.0,4838655000.0,27351478653.0,2843739000.0,7353661900.0,12356310900.0
55,p,10,00-20,55,4648537000.0,6777915000.0,9369743000.0,25557103804.0,4434001000.0,6635586800.0,11617276800.0
56,p,10,00-20,56,1689238000.0,2890652000.0,4786512000.0,28588552342.0,2859823000.0,7799544500.0,13022345700.0
57,p,10,00-20,57,2309202000.0,3775595000.0,5953241000.0,28671655284.0,3378700000.0,7876614300.0,13261677300.0
58,p,10,00-20,58,2262221000.0,3666487000.0,5733624000.0,27858634974.0,3219991000.0,7561105400.0,12741452800.0
59,p,10,00-20,59,3106539000.0,4690191000.0,6801172000.0,25943329862.0,3448756000.0,6825355200.0,11660372000.0
60,p,10,00-20,60,2702371000.0,4395461000.0,6865193000.0,29966094245.0,3865146000.0,8293215900.0,14043203500.0
61,p,10,00-20,61,2748582000.0,4487549000.0,7037421000.0,30570253204.0,3980683000.0,8519954900.0,14416559500.0
62,p,10,00-20,62,1459756000.0,2491482000.0,4116397000.0,25752378311.0,2453113000.0,6821708000.0,11458019300.0
63,p,10,00-20,63,1889877000.0,3130909000.0,5000562000.0,26725960742.0,2881389000.0,7125945800.0,12030973500.0
64,p,10,00-20,64,3485749000.0,5470771000.0,8199900000.0,29785467696.0,4394826000.0,8193979800.0,14046771400.0
65,p,10,00-20,65,3329910000.0,5289284000.0,8036429000.0,30857058591.0,4381826000.0,8523464100.0,14549481800.0
66,p,10,00-20,66,2631428000.0,4254495000.0,6614552000.0,29449705314.0,3698662000.0,8127091400.0,13728364800.0
67,p,10,00-20,67,2407782000.0,3892417000.0,6048859000.0,28298280121.0,3381195000.0,7658656600.0,12965166600.0
68,p,10,00-20,68,2179078000.0,3579392000.0,5673551000.0,28853581752.0,3238410000.0,7816128600.0,13159344100.0
69,p,10,00-20,69,2377953000.0,3858633000.0,6029696000.0,28772670289.0,3388660000.0,7797634900.0,13176551900.0
70,p,10,00-20,70,4685226000.0,7101597000.0,10203565000.0,30439048224.0,5167820000.0,8181693600.0,14269735700.0
71,p,10,00-20,71,3009407000.0,4671657000.0,7018782000.0,28713233697.0,3729253000.0,7793655800.0,13219934300.0
72,p,10,00-20,72,2064896000.0,3368952000.0,5302624000.0,27089753435.0,3001944000.0,7255955400.0,12250436000.0
73,p,10,00-20,73,2284660000.0,3716704000.0,5828396000.0,27534916613.0,3287101000.0,7487632300.0,12653736000.0
74,p,10,00-20,74,4486582000.0,6824725000.0,9836506000.0,29962852563.0,5008879000.0,8060284400.0,14037628100.0
75,p,10,00-20,75,3175622000.0,5013809000.0,7587222000.0,30174145675.0,4106815000.0,8250020900.0,14051127000.0
76,p,10,00-20,76,3475369000.0,5431334000.0,8113802000.0,30106422150.0,4324068000.0,8207530900.0,14055268700.0
77,p,10,00-20,77,2958319000.0,4736151000.0,7271101000.0,29715687205.0,4010156000.0,8195489600.0,13934202000.0
78,p,10,00-20,78,3321789000.0,5330626000.0,8192664000.0,32630236549.0,4530092000.0,9115003500.0,15481530100.0
79,p,10,00-20,79,3116394000.0,4942426000.0,7503815000.0,30339497781.0,4084097000.0,8268597400.0,14084028100.0
80,p,10,00-20,80,2135396000.0,3521009000.0,5599248000.0,28241042399.0,3209697000.0,7714628300.0,12985023700.0
81,p,10,00-20,81,2270984000.0,3669803000.0,5710743000.0,27244883127.0,3192761000.0,7333913800.0,12399605100.0
82,p,10,00-20,82,2159530000.0,3535941000.0,5566902000.0,26995076646.0,3160997000.0,7279803500.0,12333369200.0
83,p,10,00-20,83,2555712000.0,4089430000.0,6302293000.0,27894633056.0,3480290000.0,7618186300.0,12890007700.0
84,p,10,00-20,84,3646287000.0,5642480000.0,8363981000.0,30100404710.0,4399466000.0,8213214400.0,14069825200.0
85,p,10,00-20,85,2428582000.0,3947388000.0,6192195000.0,29002176152.0,3490638000.0,7979697400.0,13444329000.0
86,p,10,00-20,86,2521704000.0,4064746000.0,6294366000.0,28228839880.0,3504484000.0,7676697400.0,13008643300.0
87,p,10,00-20,87,2950679000.0,4621501000.0,6965309000.0,28412660754.0,3735950000.0,7698735400.0,13095836000.0
88,p,10,00-20,88,1866514000.0,3121720000.0,5041547000.0,27699140821.0,2937852000.0,7508819900.0,12600215300.0
89,p,10,00-20,89,2043892000.0,3365574000.0,5333065000.0,26728144654.0,3049373000.0,7194364800.0,12167722600.0
90,p,10,00-20,90,2506852000.0,4009977000.0,6169473000.0,27732624825.0,3403281000.0,7491640000.0,12705152700.0
91,p,10,00-20,91,3162406000.0,4903207000.0,7303535000.0,27898130887.0,3858189000.0,7561789700.0,12916017400.0
92,p,10,00-20,92,1949007000.0,3217048000.0,5126604000.0,26713982818.0,2943362000.0,7200876300.0,12132229100.0
93,p,10,00-20,93,3584060000.0,5485704000.0,8046291000.0,29257138088.0,4163451000.0,7895934400.0,13503546500.0
94,p,10,00-20,94,2497091000.0,4025101000.0,6227731000.0,27698582361.0,3466120000.0,7521654600.0,12763018000.0
95,p,10,00-20,95,2206428000.0,3651376000.0,5819029000.0,29140755926.0,3347542000.0,7978139300.0,13421186900.0
96,p,10,00-20,96,3012165000.0,4688616000.0,7035946000.0,28409726772.0,3744940000.0,7685573900.0,13072896700.0
97,p,10,00-20,97,2263265000.0,3650821000.0,5680231000.0,27534184674.0,3170783000.0,7396125600.0,12501245000.0
98,p,10,00-20,98,3308247000.0,5186926000.0,7796205000.0,30522934803.0,4179929000.0,8354417700.0,14217081100.0
99,p,10,00-20,99,5661482000.0,8364055000.0,11624349000.0,30538589130.0,5605239000.0,7956164700.0,14037705900.0
100,p,10,00-20,100,3328079000.0,5320186000.0,8137150000.0,31405726808.0,4474878000.0,8733588100.0,14897443500.0
101,p,10,00-20,101,1811046000.0,3089527000.0,5089168000.0,28544771164.0,3028779000.0,7831532700.0,13101336200.0
102,p,10,00-20,102,2283239000.0,3675595000.0,5730901000.0,27439222573.0,3197539000.0,7446639000.0,12556372200.0
103,p,10,00-20,103,3925570000.0,6148923000.0,9189777000.0,32378535027.0,4909404000.0,8969014200.0,15376640000.0
104,p,10,00-20,104,3059900000.0,4863407000.0,7402168000.0,29755198998.0,4041198000.0,8174442900.0,13918138300.0
105,p,10,00-20,105,4232497000.0,6644073000.0,9944301000.0,33972593529.0,5327225000.0,9447401900.0,16244100300.0
106,p,10,00-20,106,2494197000.0,4053470000.0,6346314000.0,29254608393.0,3573874000.0,8050345700.0,13573577800.0
107,p,10,00-20,107,2628319000.0,4182845000.0,6407155000.0,28390627436.0,3512083000.0,7690941700.0,13023961400.0
108,p,10,00-20,108,4968337000.0,7613100000.0,11056017000.0,33473580042.0,5696524000.0,9129595200.0,15879139400.0
109,p,10,00-20,109,4304722000.0,6520033000.0,9430601000.0,30518095853.0,4791316000.0,8257359900.0,14239135600.0
110,p,10,00-20,110,3930766000.0,6083824000.0,8978254000.0,30624030312.0,4711978000.0,8371544000.0,14412837000.0
111,p,10,00-20,111,2053296000.0,3406229000.0,5458538000.0,28373811927.0,3152629000.0,7763922700.0,13024260300.0
112,p,10,00-20,112,2815768000.0,4480732000.0,6853953000.0,29059409388.0,3754391000.0,7933467600.0,13465344000.0
113,p,10,00-20,113,1990161000.0,3335927000.0,5410288000.0,29521536389.0,3163043000.0,8081575000.0,13519514100.0
114,p,10,00-20,114,2244797000.0,3665315000.0,5762953000.0,27951557359.0,3263083000.0,7573693100.0,12785183400.0
115,p,10,00-20,115,4475493000.0,6722299000.0,9604670000.0,30171735512.0,4801787000.0,8060644300.0,13945122400.0
116,p,10,00-20,116,3212039000.0,5056435000.0,7627356000.0,29751644281.0,4111509000.0,8118786000.0,13855037700.0
117,p,10,00-20,117,3124236000.0,4967283000.0,7594746000.0,31300871491.0,4156607000.0,8646285000.0,14651969700.0
118,p,10,00-20,118,3062547000.0,4837597000.0,7319376000.0,29319043873.0,3963030000.0,7987095500.0,13611915300.0
119,p,10,00-20,119,3168733000.0,4985668000.0,7514012000.0,29334028661.0,4046558000.0,8000994100.0,13650783100.0
120,p,10,00-20,120,2783804000.0,4181447000.0,6112387000.0,26617843151.0,3098315000.0,6945267800.0,11748611300.0
121,p,10,00-20,121,3896042000.0,6074793000.0,9044636000.0,31777789725.0,4802243000.0,8723805400.0,14981970100.0
122,p,10,00-20,122,5331025000.0,7886258000.0,11059183000.0,29817935009.0,5374569000.0,7884209500.0,13856752200.0
123,p,10,00-20,123,1886529000.0,3116348000.0,4978861000.0,27334856045.0,2862916000.0,7347111500.0,12340789700.0
124,p,10,00-20,124,1324584000.0,2253617000.0,3711237000.0,24391608169.0,2204187000.0,6307271000.0,10627875700.0
125,p,10,00-20,125,4276733000.0,6235950000.0,8656729000.0,26400898730.0,4108192000.0,6784135300.0,11776792600.0
126,p,10,00-20,126,2204714000.0,3631612000.0,5786794000.0,29408197088.0,3317348000.0,8055341700.0,13516423100.0
127,p,10,00-20,127,2141096000.0,3451929000.0,5389607000.0,27251357603.0,3012172000.0,7308122000.0,12311858300.0
128,p,10,00-20,128,2639150000.0,4199231000.0,6420522000.0,28026199805.0,3515904000.0,7580952400.0,12863159000.0
129,p,10,00-20,129,2618970000.0,4238377000.0,6593857000.0,29439486737.0,3690736000.0,8148664300.0,13756595600.0
130,p,10,00-20,130,6129092000.0,8982432000.0,12462176000.0,31949262536.0,5949456000.0,8392726100.0,14792120900.0
131,p,10,00-20,131,4058569000.0,6305782000.0,9366034000.0,32784629869.0,4950372000.0,9024591600.0,15472714800.0
132,p,10,00-20,132,1864998000.0,3074785000.0,4902006000.0,26793057356.0,2812242000.0,7169184800.0,12059628100.0
133,p,10,00-20,133,2477080000.0,4086718000.0,6511884000.0,32460436998.0,3737434000.0,9043302700.0,15119245000.0
134,h,10,00-20,0,2455458000.0,3988734000.0,6220823000.0,28535435735.0,3496282000.0,7774396600.0,13161474600.0
135,h,10,00-20,1,2258159000.0,3664667000.0,5729292000.0,27238818165.0,3220866000.0,7379368700.0,12476533200.0
136,h,10,00-20,2,2143805000.0,3476233000.0,5435790000.0,26793736393.0,3053885000.0,7181006000.0,12133823500.0
137,h,10,00-20,3,1821350000.0,3008788000.0,4810260000.0,26290061632.0,2766946000.0,7026202100.0,11839058700.0
138,h,10,00-20,4,3827353000.0,5750139000.0,8246246000.0,27896085496.0,4132502000.0,7368845100.0,12692780200.0
139,h,10,00-20,5,2244619000.0,3649338000.0,5722349000.0,28038921222.0,3225989000.0,7555347300.0,12761631500.0
140,h,10,00-20,6,2034182000.0,3317571000.0,5235341000.0,26798697526.0,2966634000.0,7195130400.0,12136986700.0
141,h,10,00-20,7,2604510000.0,4185455000.0,6482376000.0,29217157605.0,3600756000.0,7999981000.0,13516732700.0
142,h,10,00-20,8,1867496000.0,3104202000.0,4977669000.0,26445781849.0,2879633000.0,7122097200.0,11987204900.0
143,h,10,00-20,9,2328868000.0,3753502000.0,5822812000.0,26827123139.0,3244261000.0,7248637000.0,12282057700.0
144,h,10,00-20,10,3378503000.0,5346590000.0,8109593000.0,30758032563.0,4404227000.0,8509653400.0,14532292500.0
145,h,10,00-20,11,2999233000.0,4726825000.0,7154866000.0,28400955615.0,3867298000.0,7763722000.0,13229426800.0
146,h,10,00-20,12,1736690000.0,2858052000.0,4547988000.0,24875485684.0,2603712000.0,6583381600.0,11114997100.0
147,h,10,00-20,13,1992733000.0,3287745000.0,5235147000.0,26877138034.0,3003883000.0,7254954800.0,12238980100.0
148,h,10,00-20,14,1913022000.0,3179081000.0,5098109000.0,26645564560.0,2948959000.0,7231011100.0,12162818900.0
149,h,10,00-20,15,2739357000.0,4405102000.0,6799973000.0,28838266182.0,3773634000.0,7904174900.0,13432278900.0
150,h,10,00-20,16,2509500000.0,3956529000.0,6009950000.0,26770293897.0,3254700000.0,7132549500.0,12112285100.0
151,h,10,00-20,17,2491956000.0,4069090000.0,6384698000.0,29136933159.0,3612348000.0,8027550100.0,13563144400.0
152,h,10,00-20,18,2078177000.0,3411017000.0,5400531000.0,26510026395.0,3079472000.0,7195629300.0,12149831900.0
153,h,10,00-20,19,2527346000.0,4081945000.0,6319603000.0,27443324759.0,3523952000.0,7478974300.0,12717136200.0
154,h,10,00-20,20,2555881000.0,4105146000.0,6325817000.0,27156404368.0,3504230000.0,7383284900.0,12563427700.0
155,h,10,00-20,21,2467450000.0,3990737000.0,6206537000.0,28040615547.0,3471844000.0,7657896500.0,12964533700.0
156,h,10,00-20,22,2152928000.0,3504568000.0,5505019000.0,27182348576.0,3108062000.0,7373711600.0,12415696500.0
157,h,10,00-20,23,2772821000.0,4265174000.0,6316349000.0,25670081040.0,3301732000.0,6756009000.0,11564136800.0
158,h,10,00-20,24,2768590000.0,4483345000.0,6964373000.0,29720020752.0,3897948000.0,8211911300.0,13933012600.0
159,h,10,00-20,25,1742128000.0,2908832000.0,4689811000.0,26094497256.0,2727811000.0,6984399700.0,11740256400.0
160,h,10,00-20,26,2137643000.0,3553306000.0,5703609000.0,29100515014.0,3301407000.0,7980358300.0,13403227700.0
161,h,10,00-20,27,1826008000.0,3010562000.0,4799687000.0,26166413580.0,2753448000.0,7012820800.0,11799366600.0
162,h,10,00-20,28,2144170000.0,3510462000.0,5533737000.0,27007454182.0,3143237000.0,7316395600.0,12358010100.0
163,h,10,00-20,29,2527189000.0,4073371000.0,6319014000.0,27902372018.0,3521093000.0,7653379900.0,12962376500.0
164,h,10,00-20,30,2182704000.0,3567467000.0,5618687000.0,28087470951.0,3186294000.0,7551464000.0,12759643100.0
165,h,10,00-20,31,2451966000.0,3927131000.0,6053418000.0,27695209340.0,3345581000.0,7451845100.0,12626388700.0
166,h,10,00-20,32,2900491000.0,4550286000.0,6859204000.0,28326689185.0,3684955000.0,7626312900.0,12985556600.0
167,h,10,00-20,33,2437007000.0,3953758000.0,6172005000.0,28543247339.0,3466693000.0,7833400400.0,13222085200.0
168,h,10,00-20,34,1930274000.0,3159797000.0,4999625000.0,26356757136.0,2843930000.0,7059486900.0,11890564200.0
169,h,10,00-20,35,3110498000.0,4820500000.0,7148829000.0,27866689586.0,3766061000.0,7411082800.0,12707096000.0
170,h,10,00-20,36,2198220000.0,3581102000.0,5619939000.0,27742961024.0,3174184000.0,7435469000.0,12583507700.0
171,h,10,00-20,37,2167665000.0,3489881000.0,5424369000.0,26204609467.0,3022104000.0,7019410600.0,11866445500.0
